timestamp,source,log_message,target_label,complexity,session_length,referrer_url,browser_fingerprint,utm_source,test_column
06-12-2025 12:35,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-a3fe9ed3-7c8e-418d-8cd6-c4a2f013e31d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2771690",HTTP Status,bert,90,,oJSnosy1tCDdgzPi,adwords,junk_data
05-04-2025 12:18,AnalyticsEngine,Backup ended at 2025-01-24 09:07:54.,System Notification,regex,101,https://linkedin.com,tBdTEt1zxi6FC4Xs,newsletter,junk_data
11-02-2025 16:06,ModernHR,User 2097 was unable to authenticate for API access,Security Alert,bert,162,https://google.com,sZLJOcStwFhAhpMT,adwords,junk_data
09-12-2025 22:02,ModernCRM,Suspicious login activity detected from 192.168.72.2,Security Alert,bert,91,https://google.com,CSIrKXyu4BHeYbQW,newsletter,junk_data
03-01-2025 07:52,ModernCRM,Disk cleanup completed successfully.,System Notification,regex,184,https://twitter.com,0khL6iXebB7J0OxL,referral,junk_data
12-07-2025 19:15,AnalyticsEngine,Invalid SSL certificate configuration led to a failed service health check.,Error,bert,225,https://facebook.com,GANch16jq3ASvZSd,referral,junk_data
09-10-2025 06:06,BillingSystem,"nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Total usable vcpus: 16, total allocated vcpus: 0",Resource Usage,bert,273,https://google.com,kEKLRtsk14sVGBO4,newsletter,junk_data
17-10-2025 06:28,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-d69dd2fe-057c-420c-afea-ba8597cd9982 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2567449",HTTP Status,bert,275,https://example.com,XrTSAsba0uHyEfIN,organic,junk_data
6/15/2025 18:51,ModernHR,System component error detected: component ID Component17,Critical Error,bert,269,,IuCSdLugFAYYFxZf,newsletter,junk_data
12-08-2025 16:00,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-981d4d23-d12e-47a6-b1d7-590f5a586156 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1575 time: 0.2966871",HTTP Status,bert,216,https://example.com,buRkpXMSyXDKGDCW,newsletter,junk_data
25-11-2025 02:58,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-3029fcaa-2872-4bc1-be4d-59de67fbabe1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2587130",HTTP Status,bert,214,https://facebook.com,WzYx4ycPCCRC7Cy3,adwords,junk_data
03-12-2025 17:03,ModernHR,Unauthorized try to login on restricted account Account6465,Security Alert,bert,254,,LoiogLPECVEVbb91,referral,junk_data
7/17/2025 23:15,AnalyticsEngine,User User375 logged in.,User Action,regex,183,https://example.com,vreMgdRq061allV2,organic,junk_data
02-09-2025 17:04,AnalyticsEngine,Error in email sending impacted service,Critical Error,bert,120,https://example.com,TAGd3ng2GDXhZOiS,social,junk_data
05-06-2025 06:08,BillingSystem,System component error detected: component ID Component18,Critical Error,bert,279,https://facebook.com,mR2Ea6VjIUFZuzyW,social,junk_data
16-05-2025 11:17,ModernHR,"nova.osapi_compute.wsgi.server [req-b9fc4b7e-0550-40d7-affa-7939509a0ef2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.3734829",HTTP Status,bert,270,https://example.com,1d5nTOyaELdWaQf6,referral,junk_data
19-09-2025 03:06,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-6d8d14b0-9baf-4de0-b02a-abd9d158342d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2724118",HTTP Status,bert,279,https://example.com,LsHcBx8PYAZMW7hl,newsletter,junk_data
07-12-2025 13:59,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-2fea3fa7-dd69-4371-b956-e6edcdbf175b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2923260",HTTP Status,bert,189,https://example.com,kCibdqJN4klsF1eR,adwords,junk_data
09-11-2025 09:23,ModernCRM,System updated to version 4.4.8.,System Notification,regex,262,https://facebook.com,qi4J2XcCQ5Nd4ynG,newsletter,junk_data
15-12-2025 13:10,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" Return code: 202 len: 733 time: 0.5533919",HTTP Status,bert,227,https://linkedin.com,PyEqDxaWrTVObOGq,social,junk_data
2/16/2025 15:02,BillingSystem,Mail service impacted by delivery glitch,Critical Error,bert,178,https://example.com,GbSDtX9rlpqJMpNd,newsletter,junk_data
18-06-2025 18:16,BillingSystem,"nova.osapi_compute.wsgi.server [req-e2337654-a816-4dff-9610-c34d22b07019 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1759 time: 0.2732439",HTTP Status,bert,265,,Mya6psFp49CgQgnI,newsletter,junk_data
04-04-2025 11:37,BillingSystem,System updated to version 1.2.5.,System Notification,regex,143,https://facebook.com,bZUo68r6XTq4JTJO,newsletter,junk_data
26-03-2025 21:26,BillingSystem,"nova.osapi_compute.wsgi.server [req-ce3a7cb6-1b77-4a95-a38a-4a886e8be2a8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2661889",HTTP Status,bert,192,https://linkedin.com,QSqNz8jKRrwG71DS,organic,junk_data
24-07-2025 00:01,ModernCRM,"nova.osapi_compute.wsgi.server [req-0f4ba393-7607-4e33-aac9-bca155244bd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1916 time: 0.2653639",HTTP Status,bert,196,,ZQsCP0tp1NVf2GwN,organic,junk_data
8/22/2025 3:29,BillingSystem,Abnormal shutdown of server 1 happened during data transfer,Error,bert,112,https://example.com,QprESSYObmNqOsjC,social,junk_data
09-10-2025 06:08,ModernCRM,"nova.osapi_compute.wsgi.server [req-aeff33d0-dd58-4d76-bfec-d25b843a0521 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2706490",HTTP Status,bert,249,https://linkedin.com,dhi6G7CYQENG8nwq,social,junk_data
02-07-2025 05:16,ModernCRM,"nova.osapi_compute.wsgi.server [req-aaefd74f-734e-484c-872f-cc6fe0a37a8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f HTTP/1.1"" Status code -  200 len: 1708 time: 0.1892228",HTTP Status,bert,86,https://example.com,hSvoeNdhDpW67nm1,referral,junk_data
5/31/2025 18:57,ModernHR,Shard 1 data replication task was terminated,Error,bert,167,https://facebook.com,XsV8GtawjYtj2KZb,adwords,junk_data
9/29/2025 7:47,AnalyticsEngine,Replication of data to shard 9 failed,Error,bert,94,https://example.com,g2KB8Z1MrAAnoQMG,newsletter,junk_data
3/25/2025 21:25,ModernCRM,Failed login try on account Account9819 occurred,Security Alert,bert,231,https://example.com,wlVq55kCh2kMha8C,organic,junk_data
08-07-2025 02:37,ThirdPartyAPI,User User175 logged out.,User Action,regex,232,https://linkedin.com,g527ZMlcKWe8uNq5,referral,junk_data
12/22/2025 1:50,ModernCRM,User User687 logged out.,User Action,regex,17,https://facebook.com,obeuKOFdog0iKd5c,referral,junk_data
06-01-2025 16:45,ModernHR,"nova.osapi_compute.wsgi.server [req-bdd0d3f5-8b43-4b08-ad83-4753e5dd25c2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 211 time: 0.0908029",HTTP Status,bert,207,https://google.com,xRGdaQ8v2hNYmaob,newsletter,junk_data
03-10-2025 20:10,ModernHR,"nova.osapi_compute.wsgi.server [req-a36c9659-b804-4c4f-952a-693b747decac 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2665620",HTTP Status,bert,216,https://google.com,oRRL68onhCX3hwYb,referral,junk_data
7/26/2025 13:27,ModernHR,Backup started at 2025-02-12 06:47:30.,System Notification,regex,22,,TcJFZkxnk5hZHnhF,social,junk_data
05-05-2025 20:55,ModernCRM,"nova.metadata.wsgi.server [req-b0c8e9d7-4c07-4875-80da-ee5c41be4832 - - - - -] 10.11.21.134,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Status code -  200 len: 124 time: 0.2222700",HTTP Status,bert,256,https://google.com,WGRFwMebk5PMQDrx,organic,junk_data
22-01-2025 21:42,BillingSystem,"nova.osapi_compute.wsgi.server [req-2fd26d35-366a-4fea-9452-0e22e3ff995b f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0913880",HTTP Status,bert,120,https://facebook.com,9CMFDetPBTYwGGgT,social,junk_data
10-03-2025 01:28,AnalyticsEngine,"nova.compute.claims [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total disk: 15 GB, used: 0.00 GB",Resource Usage,bert,74,https://linkedin.com,y5QNmGfjTth9Tfqu,newsletter,junk_data
02-11-2025 13:48,ModernCRM,User User127 logged out.,User Action,regex,271,https://example.com,Wnx37QE1V9HMMH9B,organic,junk_data
16-02-2025 11:49,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-723faf03-db43-4131-a339-c792974c7721 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1759 time: 0.2896700",HTTP Status,bert,105,https://google.com,QoFydcGAdG8I9K1S,newsletter,junk_data
25-10-2025 05:41,BillingSystem,"nova.osapi_compute.wsgi.server [req-5930f621-ff62-4c56-a7c4-04165c4b235a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2803490",HTTP Status,bert,46,,Td8VvYosIp9XrVlH,adwords,junk_data
11/25/2025 17:03,AnalyticsEngine,File data_9838.csv uploaded successfully by user User616.,System Notification,regex,264,https://facebook.com,Om8t6z13wONAec2E,newsletter,junk_data
12-05-2025 23:43,ModernHR,Account with ID 3297 created by User718.,User Action,regex,209,,QzYnHVBd1gN4czfz,newsletter,junk_data
31-05-2025 00:03,ModernHR,"nova.osapi_compute.wsgi.server [req-ee54c54f-9e2f-4f81-b6d9-4a1d5f2d3143 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/af5f7392-f7d4-4298-b647-c98924c64aa1 HTTP/1.1"" HTTP status code -  200 len: 1708 time: 0.1915350",HTTP Status,bert,45,https://facebook.com,JO1vw3rICnxLEqBF,newsletter,junk_data
11-09-2025 19:53,ThirdPartyAPI,Server 44 crashed unexpectedly while syncing data,Error,bert,207,https://google.com,4M6xsOOOQSPNybuh,newsletter,junk_data
03-03-2025 17:48,AnalyticsEngine,"nova.compute.claims [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: bf8c824d-f099-4433-a41e-e3da7578262e] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage,bert,141,https://facebook.com,h7azZ8KpTLyvzEee,organic,junk_data
12-01-2025 15:27,ModernCRM,"Security issue detected on server 23, investigation required",Security Alert,bert,25,https://example.com,NpGPQvYcJ8D05vNf,newsletter,junk_data
11/26/2025 22:54,AnalyticsEngine,Email service had a difficulty delivering messages,Error,bert,259,https://linkedin.com,s79jxJTg31IA5QBM,newsletter,junk_data
18-06-2025 06:52,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-bb582317-a5f0-432d-b7a1-604ce4024a61 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2720761",HTTP Status,bert,200,,B5aIGr8BjXafM1sR,organic,junk_data
05-05-2025 12:48,AnalyticsEngine,User User495 logged out.,User Action,regex,33,https://linkedin.com,N22EmfdYzoh1o6bH,newsletter,junk_data
07-12-2025 20:19,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-61ab7fb1-ea13-4170-9529-ed2c20312112 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1583 time: 0.1983159",HTTP Status,bert,297,https://facebook.com,cjhIuZGhBf8miI0d,adwords,junk_data
9/13/2025 17:03,BillingSystem,Unauthenticated API access attempt from user 3307 logged,Security Alert,bert,159,https://facebook.com,et42bICw7IKEeKUU,referral,junk_data
11-10-2025 11:45,BillingSystem,Critical system element is down: element ID Component7,Critical Error,bert,239,,V2GUMewH6FUMw9dW,adwords,junk_data
14-06-2025 02:07,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-6e610a81-5877-45d7-ae19-1516790a3030 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2691090",HTTP Status,bert,262,https://facebook.com,j28dFbQRyuEKQswf,organic,junk_data
23-04-2025 22:37,ModernHR,"nova.osapi_compute.wsgi.server [req-d81279b2-d9df-48b7-9c36-edab3801c067 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2808621",HTTP Status,bert,200,https://example.com,Oh0jWmArbIlz7sVz,newsletter,junk_data
08-09-2025 03:33,ThirdPartyAPI,"nova.metadata.wsgi.server [req-386447cd-167b-4202-aeaa-fd90d85b53b8 - - - - -] 10.11.21.126,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 967 time: 0.2158179",HTTP Status,bert,256,https://google.com,C2eMh8dzuNHf0fxH,organic,junk_data
08-01-2025 12:57,ModernCRM,File data_8212.csv uploaded successfully by user User846.,System Notification,regex,87,https://example.com,M0IfPhkuxWznqiYW,referral,junk_data
22-12-2025 11:12,BillingSystem,"nova.osapi_compute.wsgi.server [req-60b39154-68cf-4345-85ba-a56c897b7d66 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2642689",HTTP Status,bert,245,https://example.com,cVLM95wXCYbCpqq1,adwords,junk_data
3/18/2025 19:22,ModernHR,Failure occurred in critical system component: component ID Component6,Critical Error,bert,246,https://example.com,jyWYy0DjRNIAMEWE,organic,junk_data
10/24/2025 5:37,AnalyticsEngine,Email system failed to deliver emails,Error,bert,119,https://linkedin.com,iWpWJCssGlb3mUNq,referral,junk_data
29-03-2025 01:01,ModernHR,"nova.osapi_compute.wsgi.server [req-109ff6a8-131b-47fb-978f-fca442499379 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1916 time: 0.3658569",HTTP Status,bert,104,https://google.com,3JyCzipBrpKfReQQ,referral,junk_data
19-09-2025 18:06,ModernCRM,"nova.osapi_compute.wsgi.server [req-41e63879-5cf5-4846-8bb8-4caf07985a8c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2571011",HTTP Status,bert,259,https://linkedin.com,3jup65qSVWViv2Nm,organic,junk_data
12-07-2025 09:13,BillingSystem,Disk cleanup completed successfully.,System Notification,regex,242,https://twitter.com,5SVxAmU2qW6umAxZ,social,junk_data
5/31/2025 13:20,ModernHR,User User703 logged out.,User Action,regex,171,,2NZ7XbaSt0dwkLHo,social,junk_data
07-04-2025 08:52,ModernCRM,"nova.osapi_compute.wsgi.server [req-b7cfcfab-18ec-4bde-a156-fdb1b2f47c00 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2587070",HTTP Status,bert,75,https://example.com,XRvg9NblOhi7iPA4,adwords,junk_data
02-06-2025 11:03,AnalyticsEngine,User User764 logged out.,User Action,regex,82,https://linkedin.com,WEFykOmaVmCflchk,organic,junk_data
20-05-2025 19:32,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b0e44ae8-e497-4e7f-971d-fec7ab6cdc78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2749891",HTTP Status,bert,199,,bOfVvxrmGPzmQmLr,organic,junk_data
07-11-2025 14:38,ThirdPartyAPI,Irreparable error found in fundamental system component,Critical Error,bert,122,https://twitter.com,sNQMtg4pTMUengRF,organic,junk_data
07-08-2025 18:47,ModernHR,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Resource Usage,bert,140,https://example.com,yV8WNGvqI0M7CHqA,social,junk_data
1/31/2025 20:31,ThirdPartyAPI,User 3490 failed to provide valid API access credentials,Security Alert,bert,250,https://google.com,boY2GbXKlVrNfNnn,organic,junk_data
2/26/2025 21:37,ModernHR,Account with ID 1302 created by User326.,User Action,regex,133,https://google.com,PLhKubaRB3fCLURM,organic,junk_data
05-08-2025 11:55,ModernCRM,"nova.osapi_compute.wsgi.server [req-896c8e56-99d8-4dad-8eeb-cf3effe66eca 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2536900",HTTP Status,bert,157,https://twitter.com,I9kuBizMF5UScgfd,organic,junk_data
15-03-2025 16:14,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-ab6ff6af-451d-49d8-be95-0fcdfd749a0b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2665989",HTTP Status,bert,19,https://google.com,37iuhvWIbmLFMo31,referral,junk_data
04-07-2025 04:48,AnalyticsEngine,SSL certificate validation issues caused the service health check to be unsuccessful.,Error,bert,54,https://linkedin.com,QpBLSgAeW3BTGbxg,social,junk_data
5/17/2025 2:14,AnalyticsEngine,Boot sequence failed due to kernel panic,Critical Error,bert,18,,sGHwc27pHvsZ4liz,adwords,junk_data
17-09-2025 10:10,AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0009611",HTTP Status,bert,268,,0DU4P5Bx1ozXDWPu,social,junk_data
16-11-2025 19:04,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b9a11572-cb40-4192-9bbb-0aa909c3e0f6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.3834350",HTTP Status,bert,276,https://example.com,RtSWMv1yRptHAKHX,newsletter,junk_data
22-10-2025 17:32,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-93ebec7f-31c0-4efe-bd3c-b139f832b447 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1759 time: 0.2773421",HTTP Status,bert,89,,WjHZEiMacmiG1g3p,referral,junk_data
03-04-2025 09:49,AnalyticsEngine,"Anomalous activity identified on server 47, security review recommended",Security Alert,bert,54,https://linkedin.com,NwUIkdJMPXljbExN,newsletter,junk_data
02-01-2025 23:49,ModernHR,"nova.compute.claims [req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage,bert,234,https://google.com,mwalzxhOMtODuo9V,adwords,junk_data
05-07-2025 13:04,ModernHR,"nova.osapi_compute.wsgi.server [req-243b1f1f-768b-4eb9-a559-3887ce7544ca 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2688351",HTTP Status,bert,40,https://twitter.com,pKUTrTYilad8ZRRL,organic,junk_data
13-04-2025 19:49,ModernCRM,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage,bert,219,,cts8XDUPBy0PUQbz,referral,junk_data
22-09-2025 17:07,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/local-hostname HTTP/1.1"" status: 200 len: 130 time: 0.0007689",HTTP Status,bert,101,,tj7XMJWHdruWDOKg,organic,junk_data
5/17/2025 11:20,ModernHR,Delivery failure impacted email services,Critical Error,bert,25,https://twitter.com,G0yMgm9cVGUZKzP3,newsletter,junk_data
25-08-2025 02:19,ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" Return code: 200 len: 124 time: 0.0009499",HTTP Status,bert,175,https://twitter.com,D3vsBbGGXfMnifXT,referral,junk_data
19-09-2025 07:05,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-4df3e4ef-09e7-4806-a7e9-bbb5a052ab1b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/70c1714b-c11b-4c88-b300-239afe1f5ff8 HTTP/1.1"" RCODE  204 len: 203 time: 0.2632701",HTTP Status,bert,158,https://google.com,ryOZ5ccvYGO3m0gT,social,junk_data
20-03-2025 22:08,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-91265cb3-65b6-438e-91a9-a4e8ac3714d7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2671440",HTTP Status,bert,125,https://google.com,FiEhzxa3nClzigdb,adwords,junk_data
27-06-2025 13:37,ThirdPartyAPI,"nova.compute.claims [req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total vcpu: 16 VCPU, used: 0.00 VCPU",Resource Usage,bert,26,https://google.com,Spp0y0DeFJPdeOIx,social,junk_data
1/26/2025 20:32,AnalyticsEngine,User User948 logged in.,User Action,regex,239,https://example.com,7njh8IoWUXKqLT0b,adwords,junk_data
